HALE,Country,Year,Sex,Age Expectancy,Latitude,Longitude
Healthy life expectancy (HALE) at birth (years),Bolivia (Plurinational State of),2000,Female,58.2,,
Healthy life expectancy (HALE) at birth (years),Philippines,2000,Male,58.2,13.0,122.0
Healthy life expectancy (HALE) at birth (years),Tajikistan,2000,Both sexes,58.3,39.0,71.0
Healthy life expectancy (HALE) at birth (years),Azerbaijan,2000,Both sexes,58.5,40.5,47.5
Healthy life expectancy (HALE) at birth (years),Estonia,2000,Male,58.5,59.0,26.0
Healthy life expectancy (HALE) at birth (years),Indonesia,2000,Male,58.5,-5.0,120.0
Healthy life expectancy (HALE) at birth (years),Iraq,2000,Male,58.5,33.0,44.0
Healthy life expectancy (HALE) at birth (years),Vanuatu,2000,Female,58.6,-16.0,167.0
Healthy life expectancy (HALE) at birth (years),Kyrgyzstan,2000,Both sexes,58.7,41.0,75.0
Healthy life expectancy (HALE) at birth (years),Indonesia,2000,Both sexes,59.0,-5.0,120.0
Healthy life expectancy (HALE) at birth (years),Georgia,2000,Male,59.2,42.0,43.5
Healthy life expectancy (HALE) at birth (years),Lithuania,2000,Male,59.2,56.0,24.0
Healthy life expectancy (HALE) at birth (years),Republic of Moldova,2000,Both sexes,59.3,,
Healthy life expectancy (HALE) at birth (years),Cabo Verde,2000,Male,59.4,,
Healthy life expectancy (HALE) at birth (years),Democratic People's Republic of Korea,2000,Female,59.4,,
Healthy life expectancy (HALE) at birth (years),Fiji,2000,Female,59.5,-18.0,175.0
Healthy life expectancy (HALE) at birth (years),Iraq,2000,Both sexes,59.5,33.0,44.0
Healthy life expectancy (HALE) at birth (years),Brazil,2000,Male,59.6,-10.0,-55.0
Healthy life expectancy (HALE) at birth (years),Indonesia,2000,Female,59.6,-5.0,120.0
Healthy life expectancy (HALE) at birth (years),Turkmenistan,2000,Female,59.6,40.0,60.0
Healthy life expectancy (HALE) at birth (years),El Salvador,2000,Male,59.7,13.83,-88.92
Healthy life expectancy (HALE) at birth (years),Samoa,2000,Male,59.7,-13.58,-172.33
Healthy life expectancy (HALE) at birth (years),Suriname,2000,Male,59.7,4.0,-56.0
Healthy life expectancy (HALE) at birth (years),Ukraine,2000,Both sexes,59.7,49.0,32.0
Healthy life expectancy (HALE) at birth (years),Mauritius,2000,Male,59.8,-20.28,57.55
Healthy life expectancy (HALE) at birth (years),Tajikistan,2000,Female,59.8,39.0,71.0
Healthy life expectancy (HALE) at birth (years),Trinidad and Tobago,2000,Male,59.8,11.0,-61.0
Healthy life expectancy (HALE) at birth (years),Thailand,2000,Male,59.9,15.0,100.0
Healthy life expectancy (HALE) at birth (years),Uzbekistan,2000,Female,59.9,41.0,64.0
Healthy life expectancy (HALE) at birth (years),Hungary,2000,Male,60.0,47.0,20.0
Healthy life expectancy (HALE) at birth (years),Guatemala,2000,Female,60.1,15.5,-90.25
Healthy life expectancy (HALE) at birth (years),Oman,2000,Male,60.1,21.0,57.0
Healthy life expectancy (HALE) at birth (years),Sri Lanka,2000,Male,60.1,7.0,81.0
Healthy life expectancy (HALE) at birth (years),Belize,2000,Male,60.3,17.25,-88.75
Healthy life expectancy (HALE) at birth (years),Egypt,2000,Male,60.3,27.0,30.0
Healthy life expectancy (HALE) at birth (years),Seychelles,2000,Male,60.3,-4.58,55.67
Healthy life expectancy (HALE) at birth (years),Azerbaijan,2000,Female,60.4,40.5,47.5
Healthy life expectancy (HALE) at birth (years),Kazakhstan,2000,Female,60.5,48.0,68.0
Healthy life expectancy (HALE) at birth (years),Bahamas,2000,Male,60.6,24.25,-76.0
Healthy life expectancy (HALE) at birth (years),Iraq,2000,Female,60.6,33.0,44.0
Healthy life expectancy (HALE) at birth (years),Philippines,2000,Both sexes,60.6,13.0,122.0
Healthy life expectancy (HALE) at birth (years),Viet Nam,2000,Male,60.6,,
Healthy life expectancy (HALE) at birth (years),Morocco,2000,Both sexes,60.7,32.0,-5.0
Healthy life expectancy (HALE) at birth (years),Morocco,2000,Female,60.7,32.0,-5.0
Healthy life expectancy (HALE) at birth (years),Morocco,2000,Male,60.7,32.0,-5.0
Healthy life expectancy (HALE) at birth (years),Romania,2000,Male,60.7,46.0,25.0
Healthy life expectancy (HALE) at birth (years),Samoa,2000,Both sexes,60.7,-13.58,-172.33
Healthy life expectancy (HALE) at birth (years),Belarus,2000,Both sexes,60.8,53.0,28.0
Healthy life expectancy (HALE) at birth (years),Oman,2000,Both sexes,60.9,21.0,57.0
Healthy life expectancy (HALE) at birth (years),Saudi Arabia,2000,Female,61.0,25.0,45.0
Healthy life expectancy (HALE) at birth (years),Honduras,2000,Male,61.1,15.0,-86.5
Healthy life expectancy (HALE) at birth (years),Saint Vincent and the Grenadines,2000,Male,61.1,13.25,-61.2
Healthy life expectancy (HALE) at birth (years),Armenia,2000,Male,61.2,40.0,45.0
Healthy life expectancy (HALE) at birth (years),Bulgaria,2000,Male,61.2,43.0,25.0
Healthy life expectancy (HALE) at birth (years),Egypt,2000,Both sexes,61.2,27.0,30.0
Healthy life expectancy (HALE) at birth (years),Honduras,2000,Both sexes,61.2,15.0,-86.5
Healthy life expectancy (HALE) at birth (years),Saudi Arabia,2000,Both sexes,61.2,25.0,45.0
Healthy life expectancy (HALE) at birth (years),Saudi Arabia,2000,Male,61.2,25.0,45.0
Healthy life expectancy (HALE) at birth (years),Suriname,2000,Both sexes,61.3,4.0,-56.0
Healthy life expectancy (HALE) at birth (years),Colombia,2000,Male,61.4,4.0,-72.0
Healthy life expectancy (HALE) at birth (years),Honduras,2000,Female,61.4,15.0,-86.5
Healthy life expectancy (HALE) at birth (years),Qatar,2000,Female,61.4,25.5,51.25
Healthy life expectancy (HALE) at birth (years),Trinidad and Tobago,2000,Both sexes,61.4,11.0,-61.0
Healthy life expectancy (HALE) at birth (years),Grenada,2000,Male,61.5,12.12,-61.67
Healthy life expectancy (HALE) at birth (years),Serbia,2000,Male,61.5,44.0,21.0
Healthy life expectancy (HALE) at birth (years),Tonga,2000,Male,61.5,-20.0,-175.0
Healthy life expectancy (HALE) at birth (years),Bahrain,2000,Female,61.6,26.0,50.55
Healthy life expectancy (HALE) at birth (years),Latvia,2000,Both sexes,61.6,57.0,25.0
Healthy life expectancy (HALE) at birth (years),Slovakia,2000,Male,61.6,48.67,19.5
Healthy life expectancy (HALE) at birth (years),Brazil,2000,Both sexes,61.7,-10.0,-55.0
Healthy life expectancy (HALE) at birth (years),Kyrgyzstan,2000,Female,61.7,41.0,75.0
Healthy life expectancy (HALE) at birth (years),The former Yugoslav Republic of Macedonia,2000,Male,61.8,,
Healthy life expectancy (HALE) at birth (years),Republic of Moldova,2000,Female,61.8,,
Healthy life expectancy (HALE) at birth (years),Bahrain,2000,Both sexes,61.9,26.0,50.55
Healthy life expectancy (HALE) at birth (years),Georgia,2000,Both sexes,61.9,42.0,43.5
Healthy life expectancy (HALE) at birth (years),Mauritius,2000,Both sexes,61.9,-20.28,57.55
Healthy life expectancy (HALE) at birth (years),Oman,2000,Female,61.9,21.0,57.0
Healthy life expectancy (HALE) at birth (years),Poland,2000,Male,61.9,52.0,20.0
Healthy life expectancy (HALE) at birth (years),Samoa,2000,Female,61.9,-13.58,-172.33
Healthy life expectancy (HALE) at birth (years),Bahrain,2000,Male,62.0,26.0,50.55
Healthy life expectancy (HALE) at birth (years),Cabo Verde,2000,Both sexes,62.0,,
Healthy life expectancy (HALE) at birth (years),Dominican Republic,2000,Male,62.1,19.0,-70.67
Healthy life expectancy (HALE) at birth (years),Iran (Islamic Republic of),2000,Male,62.1,,
Healthy life expectancy (HALE) at birth (years),Egypt,2000,Female,62.2,27.0,30.0
Healthy life expectancy (HALE) at birth (years),Nicaragua,2000,Male,62.2,13.0,-85.0
Healthy life expectancy (HALE) at birth (years),Saint Vincent and the Grenadines,2000,Both sexes,62.2,13.25,-61.2
Healthy life expectancy (HALE) at birth (years),Belize,2000,Both sexes,62.3,17.25,-88.75
Healthy life expectancy (HALE) at birth (years),Jordan,2000,Female,62.3,31.0,36.0
Healthy life expectancy (HALE) at birth (years),Maldives,2000,Female,62.3,3.25,73.0
Healthy life expectancy (HALE) at birth (years),Maldives,2000,Both sexes,62.4,3.25,73.0
Healthy life expectancy (HALE) at birth (years),Maldives,2000,Male,62.4,3.25,73.0
Healthy life expectancy (HALE) at birth (years),Qatar,2000,Both sexes,62.4,25.5,51.25
Healthy life expectancy (HALE) at birth (years),Saint Lucia,2000,Male,62.4,13.88,-61.13
Healthy life expectancy (HALE) at birth (years),Venezuela (Bolivarian Republic of),2000,Male,62.5,,
Healthy life expectancy (HALE) at birth (years),Algeria,2000,Male,62.6,28.0,3.0
Healthy life expectancy (HALE) at birth (years),Estonia,2000,Both sexes,62.6,59.0,26.0
Healthy life expectancy (HALE) at birth (years),Iran (Islamic Republic of),2000,Both sexes,62.6,,
Healthy life expectancy (HALE) at birth (years),Malaysia,2000,Male,62.6,2.5,112.5
Healthy life expectancy (HALE) at birth (years),Thailand,2000,Both sexes,62.6,15.0,100.0
Healthy life expectancy (HALE) at birth (years),Algeria,2000,Both sexes,62.7,28.0,3.0
Healthy life expectancy (HALE) at birth (years),Bahamas,2000,Both sexes,62.7,24.25,-76.0
Healthy life expectancy (HALE) at birth (years),China,2000,Male,62.7,35.0,105.0
Healthy life expectancy (HALE) at birth (years),El Salvador,2000,Both sexes,62.7,13.83,-88.92
Healthy life expectancy (HALE) at birth (years),Algeria,2000,Female,62.8,28.0,3.0
Healthy life expectancy (HALE) at birth (years),Argentina,2000,Male,62.8,-34.0,-64.0
Healthy life expectancy (HALE) at birth (years),Qatar,2000,Male,62.8,25.5,51.25
Healthy life expectancy (HALE) at birth (years),Russian Federation,2000,Female,62.8,60.0,100.0
Healthy life expectancy (HALE) at birth (years),Syrian Arab Republic,2000,Both sexes,62.8,35.0,38.0
Healthy life expectancy (HALE) at birth (years),Syrian Arab Republic,2000,Female,62.8,35.0,38.0
Healthy life expectancy (HALE) at birth (years),Croatia,2000,Male,62.9,45.17,15.5
Healthy life expectancy (HALE) at birth (years),Syrian Arab Republic,2000,Male,62.9,35.0,38.0
Healthy life expectancy (HALE) at birth (years),Tonga,2000,Both sexes,62.9,-20.0,-175.0
Healthy life expectancy (HALE) at birth (years),Hungary,2000,Both sexes,63.0,47.0,20.0
Healthy life expectancy (HALE) at birth (years),Sri Lanka,2000,Both sexes,63.0,7.0,81.0
Healthy life expectancy (HALE) at birth (years),Suriname,2000,Female,63.0,4.0,-56.0
Healthy life expectancy (HALE) at birth (years),Albania,2000,Male,63.1,41.0,20.0
Healthy life expectancy (HALE) at birth (years),Brunei Darussalam,2000,Male,63.1,4.5,114.67
Healthy life expectancy (HALE) at birth (years),Iran (Islamic Republic of),2000,Female,63.1,,
Healthy life expectancy (HALE) at birth (years),Lithuania,2000,Both sexes,63.1,56.0,24.0
Healthy life expectancy (HALE) at birth (years),Philippines,2000,Female,63.1,13.0,122.0
Healthy life expectancy (HALE) at birth (years),Seychelles,2000,Both sexes,63.1,-4.58,55.67
Healthy life expectancy (HALE) at birth (years),Trinidad and Tobago,2000,Female,63.1,11.0,-61.0
Healthy life expectancy (HALE) at birth (years),The former Yugoslav Republic of Macedonia,2000,Both sexes,63.2,,
Healthy life expectancy (HALE) at birth (years),Mexico,2000,Male,63.3,23.0,-102.0
Healthy life expectancy (HALE) at birth (years),Montenegro,2000,Male,63.3,42.0,19.0
Healthy life expectancy (HALE) at birth (years),Romania,2000,Both sexes,63.3,46.0,25.0
Healthy life expectancy (HALE) at birth (years),Viet Nam,2000,Both sexes,63.3,,
Healthy life expectancy (HALE) at birth (years),Saint Vincent and the Grenadines,2000,Female,63.4,13.25,-61.2
Healthy life expectancy (HALE) at birth (years),Serbia,2000,Both sexes,63.4,44.0,21.0
Healthy life expectancy (HALE) at birth (years),Armenia,2000,Both sexes,63.5,40.0,45.0
Healthy life expectancy (HALE) at birth (years),Bulgaria,2000,Both sexes,63.5,43.0,25.0
Healthy life expectancy (HALE) at birth (years),Uruguay,2000,Male,63.5,-33.0,-56.0
Healthy life expectancy (HALE) at birth (years),Czechia,2000,Male,63.6,,
Healthy life expectancy (HALE) at birth (years),Grenada,2000,Both sexes,63.6,12.12,-61.67
Healthy life expectancy (HALE) at birth (years),Jordan,2000,Both sexes,63.6,31.0,36.0
Healthy life expectancy (HALE) at birth (years),China,2000,Both sexes,63.7,35.0,105.0
Healthy life expectancy (HALE) at birth (years),Nicaragua,2000,Both sexes,63.7,13.0,-85.0
Healthy life expectancy (HALE) at birth (years),United Arab Emirates,2000,Male,63.7,24.0,54.0
Healthy life expectancy (HALE) at birth (years),Brazil,2000,Female,63.8,-10.0,-55.0
Healthy life expectancy (HALE) at birth (years),Slovenia,2000,Male,63.8,46.0,15.0
Healthy life expectancy (HALE) at birth (years),United Arab Emirates,2000,Female,63.8,24.0,54.0
Healthy life expectancy (HALE) at birth (years),Antigua and Barbuda,2000,Male,63.9,17.05,-61.8
Healthy life expectancy (HALE) at birth (years),Brunei Darussalam,2000,Both sexes,63.9,4.5,114.67
Healthy life expectancy (HALE) at birth (years),Ecuador,2000,Male,63.9,-2.0,-77.5
Healthy life expectancy (HALE) at birth (years),Tunisia,2000,Male,63.9,34.0,9.0
Healthy life expectancy (HALE) at birth (years),United Arab Emirates,2000,Both sexes,63.9,24.0,54.0
Healthy life expectancy (HALE) at birth (years),Malaysia,2000,Both sexes,64.0,2.5,112.5
Healthy life expectancy (HALE) at birth (years),Saint Lucia,2000,Both sexes,64.0,13.88,-61.13
Healthy life expectancy (HALE) at birth (years),Colombia,2000,Both sexes,64.1,4.0,-72.0
Healthy life expectancy (HALE) at birth (years),Dominican Republic,2000,Both sexes,64.1,19.0,-70.67
Healthy life expectancy (HALE) at birth (years),Paraguay,2000,Male,64.1,-23.0,-58.0
Healthy life expectancy (HALE) at birth (years),Türkiye,2000,Male,64.1,,
Healthy life expectancy (HALE) at birth (years),Ukraine,2000,Female,64.1,49.0,32.0
Healthy life expectancy (HALE) at birth (years),Bosnia and Herzegovina,2000,Male,64.2,44.0,18.0
Healthy life expectancy (HALE) at birth (years),Cabo Verde,2000,Female,64.2,,
Healthy life expectancy (HALE) at birth (years),Libya,2000,Male,64.2,,
Healthy life expectancy (HALE) at birth (years),Mauritius,2000,Female,64.2,-20.28,57.55
Healthy life expectancy (HALE) at birth (years),Jamaica,2000,Male,64.3,18.25,-77.5
Healthy life expectancy (HALE) at birth (years),Lebanon,2000,Male,64.4,33.83,35.83
Healthy life expectancy (HALE) at birth (years),Tonga,2000,Female,64.5,-20.0,-175.0
Healthy life expectancy (HALE) at birth (years),Barbados,2000,Male,64.6,13.17,-59.53
Healthy life expectancy (HALE) at birth (years),Belize,2000,Female,64.6,17.25,-88.75
Healthy life expectancy (HALE) at birth (years),Georgia,2000,Female,64.6,42.0,43.5
Healthy life expectancy (HALE) at birth (years),Libya,2000,Both sexes,64.6,,
Healthy life expectancy (HALE) at birth (years),Mexico,2000,Both sexes,64.6,23.0,-102.0
Healthy life expectancy (HALE) at birth (years),The former Yugoslav Republic of Macedonia,2000,Female,64.6,,
Healthy life expectancy (HALE) at birth (years),Peru,2000,Male,64.6,-10.0,-76.0
Healthy life expectancy (HALE) at birth (years),United States of America,2000,Male,64.6,,
Healthy life expectancy (HALE) at birth (years),Lebanon,2000,Both sexes,64.7,33.83,35.83
Healthy life expectancy (HALE) at birth (years),Slovakia,2000,Both sexes,64.7,48.67,19.5
Healthy life expectancy (HALE) at birth (years),Venezuela (Bolivarian Republic of),2000,Both sexes,64.7,,
Healthy life expectancy (HALE) at birth (years),Bahamas,2000,Female,64.8,24.25,-76.0
Healthy life expectancy (HALE) at birth (years),Brunei Darussalam,2000,Female,64.8,4.5,114.67
Healthy life expectancy (HALE) at birth (years),Tunisia,2000,Both sexes,64.8,34.0,9.0
Healthy life expectancy (HALE) at birth (years),China,2000,Female,64.9,35.0,105.0
Healthy life expectancy (HALE) at birth (years),Lebanon,2000,Female,64.9,33.83,35.83
Healthy life expectancy (HALE) at birth (years),Peru,2000,Both sexes,64.9,-10.0,-76.0
Healthy life expectancy (HALE) at birth (years),Republic of Korea,2000,Male,64.9,,
Healthy life expectancy (HALE) at birth (years),Jordan,2000,Male,65.0,31.0,36.0
Healthy life expectancy (HALE) at birth (years),Libya,2000,Female,65.0,,
Healthy life expectancy (HALE) at birth (years),Paraguay,2000,Both sexes,65.0,-23.0,-58.0
Healthy life expectancy (HALE) at birth (years),Poland,2000,Both sexes,65.0,52.0,20.0
Healthy life expectancy (HALE) at birth (years),Portugal,2000,Male,65.0,39.5,-8.0
Healthy life expectancy (HALE) at birth (years),Türkiye,2000,Both sexes,65.0,,
Healthy life expectancy (HALE) at birth (years),Argentina,2000,Both sexes,65.1,-34.0,-64.0
Healthy life expectancy (HALE) at birth (years),Albania,2000,Both sexes,65.2,41.0,20.0
Healthy life expectancy (HALE) at birth (years),Belarus,2000,Female,65.2,53.0,28.0
Healthy life expectancy (HALE) at birth (years),Ecuador,2000,Both sexes,65.2,-2.0,-77.5
Healthy life expectancy (HALE) at birth (years),Montenegro,2000,Both sexes,65.2,42.0,19.0
Healthy life expectancy (HALE) at birth (years),Nicaragua,2000,Female,65.2,13.0,-85.0
Healthy life expectancy (HALE) at birth (years),Peru,2000,Female,65.3,-10.0,-76.0
Healthy life expectancy (HALE) at birth (years),Chile,2000,Male,65.4,-30.0,-71.0
Healthy life expectancy (HALE) at birth (years),Croatia,2000,Both sexes,65.4,45.17,15.5
Healthy life expectancy (HALE) at birth (years),Jamaica,2000,Both sexes,65.4,18.25,-77.5
Healthy life expectancy (HALE) at birth (years),Serbia,2000,Female,65.4,44.0,21.0
Healthy life expectancy (HALE) at birth (years),Antigua and Barbuda,2000,Both sexes,65.5,17.05,-61.8
Healthy life expectancy (HALE) at birth (years),Malaysia,2000,Female,65.5,2.5,112.5
Healthy life expectancy (HALE) at birth (years),Thailand,2000,Female,65.5,15.0,100.0
Healthy life expectancy (HALE) at birth (years),Armenia,2000,Female,65.6,40.0,45.0
Healthy life expectancy (HALE) at birth (years),Latvia,2000,Female,65.6,57.0,25.0
Healthy life expectancy (HALE) at birth (years),El Salvador,2000,Female,65.7,13.83,-88.92
Healthy life expectancy (HALE) at birth (years),Finland,2000,Male,65.8,64.0,26.0
Healthy life expectancy (HALE) at birth (years),Mexico,2000,Female,65.8,23.0,-102.0
Healthy life expectancy (HALE) at birth (years),Saint Lucia,2000,Female,65.8,13.88,-61.13
Healthy life expectancy (HALE) at birth (years),Türkiye,2000,Female,65.8,,
Healthy life expectancy (HALE) at birth (years),Tunisia,2000,Female,65.8,34.0,9.0
Healthy life expectancy (HALE) at birth (years),United States of America,2000,Both sexes,65.8,,
Healthy life expectancy (HALE) at birth (years),Czechia,2000,Both sexes,65.9,,
Healthy life expectancy (HALE) at birth (years),Ireland,2000,Male,65.9,53.0,-8.0
Healthy life expectancy (HALE) at birth (years),Panama,2000,Male,65.9,9.0,-80.0
Healthy life expectancy (HALE) at birth (years),Romania,2000,Female,65.9,46.0,25.0
Healthy life expectancy (HALE) at birth (years),Uruguay,2000,Both sexes,65.9,-33.0,-56.0
Healthy life expectancy (HALE) at birth (years),Barbados,2000,Both sexes,66.0,13.17,-59.53
Healthy life expectancy (HALE) at birth (years),Bulgaria,2000,Female,66.0,43.0,25.0
Healthy life expectancy (HALE) at birth (years),Paraguay,2000,Female,66.0,-23.0,-58.0
Healthy life expectancy (HALE) at birth (years),Viet Nam,2000,Female,66.0,,
Healthy life expectancy (HALE) at birth (years),Belgium,2000,Male,66.1,50.83,4.0
Healthy life expectancy (HALE) at birth (years),Grenada,2000,Female,66.1,12.12,-61.67
Healthy life expectancy (HALE) at birth (years),Hungary,2000,Female,66.1,47.0,20.0
Healthy life expectancy (HALE) at birth (years),Seychelles,2000,Female,66.1,-4.58,55.67
Healthy life expectancy (HALE) at birth (years),Bosnia and Herzegovina,2000,Both sexes,66.2,44.0,18.0
Healthy life expectancy (HALE) at birth (years),Cuba,2000,Male,66.2,21.5,-80.0
Healthy life expectancy (HALE) at birth (years),Sri Lanka,2000,Female,66.2,7.0,81.0
Healthy life expectancy (HALE) at birth (years),Austria,2000,Male,66.3,47.33,13.33
Healthy life expectancy (HALE) at birth (years),Dominican Republic,2000,Female,66.4,19.0,-70.67
Healthy life expectancy (HALE) at birth (years),New Zealand,2000,Male,66.4,-41.0,174.0
Healthy life expectancy (HALE) at birth (years),Estonia,2000,Female,66.5,59.0,26.0
Healthy life expectancy (HALE) at birth (years),Slovenia,2000,Both sexes,66.5,46.0,15.0
Healthy life expectancy (HALE) at birth (years),United Kingdom of Great Britain and Northern Ireland,2000,Male,66.5,,
Healthy life expectancy (HALE) at birth (years),Jamaica,2000,Female,66.6,18.25,-77.5
Healthy life expectancy (HALE) at birth (years),Denmark,2000,Male,66.7,56.0,10.0
Healthy life expectancy (HALE) at birth (years),Ecuador,2000,Female,66.7,-2.0,-77.5
Healthy life expectancy (HALE) at birth (years),Costa Rica,2000,Male,66.8,10.0,-84.0
Healthy life expectancy (HALE) at birth (years),Luxembourg,2000,Male,66.8,49.75,6.17
Healthy life expectancy (HALE) at birth (years),Portugal,2000,Both sexes,66.8,39.5,-8.0
Healthy life expectancy (HALE) at birth (years),Colombia,2000,Female,66.9,4.0,-72.0
Healthy life expectancy (HALE) at birth (years),Lithuania,2000,Female,66.9,56.0,24.0
Healthy life expectancy (HALE) at birth (years),Antigua and Barbuda,2000,Female,67.0,17.05,-61.8
Healthy life expectancy (HALE) at birth (years),Chile,2000,Both sexes,67.0,-30.0,-71.0
Healthy life expectancy (HALE) at birth (years),Germany,2000,Male,67.0,51.0,9.0
Healthy life expectancy (HALE) at birth (years),Montenegro,2000,Female,67.0,42.0,19.0
Healthy life expectancy (HALE) at birth (years),Norway,2000,Male,67.0,62.0,10.0
Healthy life expectancy (HALE) at birth (years),United States of America,2000,Female,67.0,,
Healthy life expectancy (HALE) at birth (years),Venezuela (Bolivarian Republic of),2000,Female,67.0,,
Healthy life expectancy (HALE) at birth (years),Cuba,2000,Both sexes,67.1,21.5,-80.0
Healthy life expectancy (HALE) at birth (years),Ireland,2000,Both sexes,67.1,53.0,-8.0
Healthy life expectancy (HALE) at birth (years),Spain,2000,Male,67.1,40.0,-4.0
Healthy life expectancy (HALE) at birth (years),Australia,2000,Male,67.2,-27.0,133.0
Healthy life expectancy (HALE) at birth (years),Barbados,2000,Female,67.2,13.17,-59.53
Healthy life expectancy (HALE) at birth (years),Panama,2000,Both sexes,67.2,9.0,-80.0
Healthy life expectancy (HALE) at birth (years),France,2000,Male,67.4,46.0,2.0
Healthy life expectancy (HALE) at birth (years),Kuwait,2000,Male,67.4,29.34,47.66
Healthy life expectancy (HALE) at birth (years),Republic of Korea,2000,Both sexes,67.4,,
Healthy life expectancy (HALE) at birth (years),Argentina,2000,Female,67.5,-34.0,-64.0
Healthy life expectancy (HALE) at birth (years),Greece,2000,Male,67.5,39.0,22.0
Healthy life expectancy (HALE) at birth (years),Denmark,2000,Both sexes,67.6,56.0,10.0
Healthy life expectancy (HALE) at birth (years),Italy,2000,Male,67.6,42.83,12.83
Healthy life expectancy (HALE) at birth (years),Malta,2000,Male,67.6,35.83,14.58
Healthy life expectancy (HALE) at birth (years),United Kingdom of Great Britain and Northern Ireland,2000,Both sexes,67.6,,
Healthy life expectancy (HALE) at birth (years),Albania,2000,Female,67.7,41.0,20.0
Healthy life expectancy (HALE) at birth (years),Kuwait,2000,Both sexes,67.7,29.34,47.66
Healthy life expectancy (HALE) at birth (years),Netherlands,2000,Male,67.7,52.5,5.75
Healthy life expectancy (HALE) at birth (years),Belgium,2000,Both sexes,67.8,50.83,4.0
Healthy life expectancy (HALE) at birth (years),Finland,2000,Both sexes,67.8,64.0,26.0
Healthy life expectancy (HALE) at birth (years),New Zealand,2000,Both sexes,67.8,-41.0,174.0
Healthy life expectancy (HALE) at birth (years),Slovakia,2000,Female,67.8,48.67,19.5
Healthy life expectancy (HALE) at birth (years),Croatia,2000,Female,67.9,45.17,15.5
Healthy life expectancy (HALE) at birth (years),Switzerland,2000,Male,67.9,47.0,8.0
Healthy life expectancy (HALE) at birth (years),Bosnia and Herzegovina,2000,Female,68.0,44.0,18.0
Healthy life expectancy (HALE) at birth (years),Costa Rica,2000,Both sexes,68.0,10.0,-84.0
Healthy life expectancy (HALE) at birth (years),Kuwait,2000,Female,68.0,29.34,47.66
Healthy life expectancy (HALE) at birth (years),Canada,2000,Male,68.1,60.0,-95.0
Healthy life expectancy (HALE) at birth (years),Cuba,2000,Female,68.1,21.5,-80.0
Healthy life expectancy (HALE) at birth (years),Poland,2000,Female,68.1,52.0,20.0
Healthy life expectancy (HALE) at birth (years),Austria,2000,Both sexes,68.2,47.33,13.33
Healthy life expectancy (HALE) at birth (years),Singapore,2000,Male,68.2,1.37,103.8
Healthy life expectancy (HALE) at birth (years),Cyprus,2000,Male,68.3,35.0,33.0
Healthy life expectancy (HALE) at birth (years),Czechia,2000,Female,68.3,,
Healthy life expectancy (HALE) at birth (years),Denmark,2000,Female,68.3,56.0,10.0
Healthy life expectancy (HALE) at birth (years),Ireland,2000,Female,68.3,53.0,-8.0
Healthy life expectancy (HALE) at birth (years),Luxembourg,2000,Both sexes,68.3,49.75,6.17
Healthy life expectancy (HALE) at birth (years),Israel,2000,Male,68.4,31.5,34.75
Healthy life expectancy (HALE) at birth (years),Norway,2000,Both sexes,68.4,62.0,10.0
Healthy life expectancy (HALE) at birth (years),Uruguay,2000,Female,68.4,-33.0,-56.0
Healthy life expectancy (HALE) at birth (years),Chile,2000,Female,68.5,-30.0,-71.0
Healthy life expectancy (HALE) at birth (years),Germany,2000,Both sexes,68.5,51.0,9.0
Healthy life expectancy (HALE) at birth (years),Malta,2000,Both sexes,68.5,35.83,14.58
Healthy life expectancy (HALE) at birth (years),Australia,2000,Both sexes,68.6,-27.0,133.0
Healthy life expectancy (HALE) at birth (years),Greece,2000,Both sexes,68.6,39.0,22.0
Healthy life expectancy (HALE) at birth (years),Panama,2000,Female,68.6,9.0,-80.0
Healthy life expectancy (HALE) at birth (years),United Kingdom of Great Britain and Northern Ireland,2000,Female,68.6,,
Healthy life expectancy (HALE) at birth (years),Portugal,2000,Female,68.7,39.5,-8.0
Healthy life expectancy (HALE) at birth (years),Netherlands,2000,Both sexes,68.8,52.5,5.75
Healthy life expectancy (HALE) at birth (years),Italy,2000,Both sexes,69.0,42.83,12.83
Healthy life expectancy (HALE) at birth (years),Sweden,2000,Male,69.0,62.0,15.0
Healthy life expectancy (HALE) at birth (years),Cyprus,2000,Both sexes,69.1,35.0,33.0
Healthy life expectancy (HALE) at birth (years),Slovenia,2000,Female,69.1,46.0,15.0
Healthy life expectancy (HALE) at birth (years),Spain,2000,Both sexes,69.1,40.0,-4.0
Healthy life expectancy (HALE) at birth (years),Israel,2000,Both sexes,69.2,31.5,34.75
Healthy life expectancy (HALE) at birth (years),New Zealand,2000,Female,69.2,-41.0,174.0
Healthy life expectancy (HALE) at birth (years),Costa Rica,2000,Female,69.3,10.0,-84.0
Healthy life expectancy (HALE) at birth (years),France,2000,Both sexes,69.3,46.0,2.0
Healthy life expectancy (HALE) at birth (years),Iceland,2000,Male,69.3,65.0,-18.0
Healthy life expectancy (HALE) at birth (years),Switzerland,2000,Both sexes,69.3,47.0,8.0
Healthy life expectancy (HALE) at birth (years),Canada,2000,Both sexes,69.4,60.0,-95.0
Healthy life expectancy (HALE) at birth (years),Malta,2000,Female,69.4,35.83,14.58
Healthy life expectancy (HALE) at birth (years),Belgium,2000,Female,69.5,50.83,4.0
Healthy life expectancy (HALE) at birth (years),Japan,2000,Male,69.5,36.0,138.0
Healthy life expectancy (HALE) at birth (years),Singapore,2000,Both sexes,69.5,1.37,103.8
