HALE,Country,Year,Sex,Age Expectancy,Latitude,Longitude
Healthy life expectancy (HALE) at birth (years),Finland,2000,Female,69.6,64.0,26.0
Healthy life expectancy (HALE) at birth (years),Luxembourg,2000,Female,69.7,49.75,6.17
Healthy life expectancy (HALE) at birth (years),Republic of Korea,2000,Female,69.7,,
Healthy life expectancy (HALE) at birth (years),Austria,2000,Female,69.8,47.33,13.33
Healthy life expectancy (HALE) at birth (years),Germany,2000,Female,69.8,51.0,9.0
Healthy life expectancy (HALE) at birth (years),Greece,2000,Female,69.8,39.0,22.0
Healthy life expectancy (HALE) at birth (years),Iceland,2000,Both sexes,69.8,65.0,-18.0
Healthy life expectancy (HALE) at birth (years),Netherlands,2000,Female,69.8,52.5,5.75
Healthy life expectancy (HALE) at birth (years),Norway,2000,Female,69.8,62.0,10.0
Healthy life expectancy (HALE) at birth (years),Israel,2000,Female,69.9,31.5,34.75
Healthy life expectancy (HALE) at birth (years),Sweden,2000,Both sexes,69.9,62.0,15.0
Healthy life expectancy (HALE) at birth (years),Australia,2000,Female,70.0,-27.0,133.0
Healthy life expectancy (HALE) at birth (years),Cyprus,2000,Female,70.0,35.0,33.0
Healthy life expectancy (HALE) at birth (years),Iceland,2000,Female,70.3,65.0,-18.0
Healthy life expectancy (HALE) at birth (years),Italy,2000,Female,70.4,42.83,12.83
Healthy life expectancy (HALE) at birth (years),Canada,2000,Female,70.6,60.0,-95.0
Healthy life expectancy (HALE) at birth (years),Switzerland,2000,Female,70.6,47.0,8.0
Healthy life expectancy (HALE) at birth (years),Sweden,2000,Female,70.7,62.0,15.0
Healthy life expectancy (HALE) at birth (years),Singapore,2000,Female,70.8,1.37,103.8
Healthy life expectancy (HALE) at birth (years),Spain,2000,Female,71.0,40.0,-4.0
Healthy life expectancy (HALE) at birth (years),France,2000,Female,71.1,46.0,2.0
Healthy life expectancy (HALE) at birth (years),Japan,2000,Both sexes,71.6,36.0,138.0
Healthy life expectancy (HALE) at birth (years),Japan,2000,Female,73.5,36.0,138.0
Healthy life expectancy (HALE) at age 60 (years),Rwanda,2000,Both sexes,10.0,-2.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Zambia,2000,Both sexes,10.0,-15.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Fiji,2000,Male,10.06,-18.0,175.0
Healthy life expectancy (HALE) at age 60 (years),Gabon,2000,Male,10.06,-1.0,11.75
Healthy life expectancy (HALE) at age 60 (years),Democratic Republic of the Congo,2000,Male,10.07,,
Healthy life expectancy (HALE) at age 60 (years),Afghanistan,2000,Female,10.11,33.0,65.0
Healthy life expectancy (HALE) at age 60 (years),Somalia,2000,Both sexes,10.11,10.0,49.0
Healthy life expectancy (HALE) at age 60 (years),Guinea-Bissau,2000,Both sexes,10.13,12.0,-15.0
Healthy life expectancy (HALE) at age 60 (years),Afghanistan,2000,Both sexes,10.17,33.0,65.0
Healthy life expectancy (HALE) at age 60 (years),Equatorial Guinea,2000,Male,10.22,2.0,10.0
Healthy life expectancy (HALE) at age 60 (years),Afghanistan,2000,Male,10.23,33.0,65.0
Healthy life expectancy (HALE) at age 60 (years),Ethiopia,2000,Male,10.24,8.0,38.0
Healthy life expectancy (HALE) at age 60 (years),Lesotho,2000,Both sexes,10.26,-29.5,28.5
Healthy life expectancy (HALE) at age 60 (years),Malawi,2000,Both sexes,10.26,-13.5,34.0
Healthy life expectancy (HALE) at age 60 (years),Cameroon,2000,Male,10.28,6.0,12.0
Healthy life expectancy (HALE) at age 60 (years),Congo,2000,Both sexes,10.29,-1.0,15.0
Healthy life expectancy (HALE) at age 60 (years),Mongolia,2000,Both sexes,10.34,46.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Kiribati,2000,Female,10.37,1.42,173.0
Healthy life expectancy (HALE) at age 60 (years),Chad,2000,Male,10.43,15.0,19.0
Healthy life expectancy (HALE) at age 60 (years),Burkina Faso,2000,Male,10.57,13.0,-2.0
Healthy life expectancy (HALE) at age 60 (years),Zimbabwe,2000,Both sexes,10.58,-20.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Myanmar,2000,Male,10.6,22.0,98.0
Healthy life expectancy (HALE) at age 60 (years),Ethiopia,2000,Both sexes,10.61,8.0,38.0
Healthy life expectancy (HALE) at age 60 (years),Burundi,2000,Female,10.64,-3.5,30.0
Healthy life expectancy (HALE) at age 60 (years),South Africa,2000,Male,10.67,-29.0,24.0
Healthy life expectancy (HALE) at age 60 (years),United Republic of Tanzania,2000,Male,10.67,,
Healthy life expectancy (HALE) at age 60 (years),Kenya,2000,Male,10.68,1.0,38.0
Healthy life expectancy (HALE) at age 60 (years),Côte d’Ivoire,2000,Both sexes,10.72,,
Healthy life expectancy (HALE) at age 60 (years),Togo,2000,Male,10.72,8.0,1.17
Healthy life expectancy (HALE) at age 60 (years),Ukraine,2000,Male,10.72,49.0,32.0
Healthy life expectancy (HALE) at age 60 (years),Sierra Leone,2000,Male,10.73,8.5,-11.5
Healthy life expectancy (HALE) at age 60 (years),Angola,2000,Both sexes,10.74,-12.5,18.5
Healthy life expectancy (HALE) at age 60 (years),Belarus,2000,Male,10.74,53.0,28.0
Healthy life expectancy (HALE) at age 60 (years),Solomon Islands,2000,Male,10.74,-8.0,159.0
Healthy life expectancy (HALE) at age 60 (years),Micronesia (Federated States of),2000,Male,10.75,,
Healthy life expectancy (HALE) at age 60 (years),Namibia,2000,Both sexes,10.78,-22.0,17.0
Healthy life expectancy (HALE) at age 60 (years),Republic of Moldova,2000,Male,10.79,,
Healthy life expectancy (HALE) at age 60 (years),Congo,2000,Female,10.82,-1.0,15.0
Healthy life expectancy (HALE) at age 60 (years),Lao People's Democratic Republic,2000,Male,10.84,18.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Qatar,2000,Female,10.85,25.5,51.25
Healthy life expectancy (HALE) at age 60 (years),Bahrain,2000,Male,10.89,26.0,50.55
Healthy life expectancy (HALE) at age 60 (years),Cambodia,2000,Male,10.9,13.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Fiji,2000,Both sexes,10.9,-18.0,175.0
Healthy life expectancy (HALE) at age 60 (years),Ethiopia,2000,Female,10.99,8.0,38.0
Healthy life expectancy (HALE) at age 60 (years),South Sudan,2000,Male,11.0,,
Healthy life expectancy (HALE) at age 60 (years),Mozambique,2000,Both sexes,11.02,-18.25,35.0
Healthy life expectancy (HALE) at age 60 (years),Madagascar,2000,Male,11.05,-20.0,47.0
Healthy life expectancy (HALE) at age 60 (years),Rwanda,2000,Female,11.06,-2.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Uganda,2000,Both sexes,11.06,1.0,32.0
Healthy life expectancy (HALE) at age 60 (years),Guinea-Bissau,2000,Female,11.07,12.0,-15.0
Healthy life expectancy (HALE) at age 60 (years),India,2000,Male,11.07,20.0,77.0
Healthy life expectancy (HALE) at age 60 (years),Zambia,2000,Female,11.07,-15.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Benin,2000,Male,11.09,9.5,2.25
Healthy life expectancy (HALE) at age 60 (years),Vanuatu,2000,Male,11.09,-16.0,167.0
Healthy life expectancy (HALE) at age 60 (years),Bahrain,2000,Both sexes,11.1,26.0,50.55
Healthy life expectancy (HALE) at age 60 (years),Cameroon,2000,Both sexes,11.11,6.0,12.0
Healthy life expectancy (HALE) at age 60 (years),Democratic People's Republic of Korea,2000,Male,11.11,,
Healthy life expectancy (HALE) at age 60 (years),Chad,2000,Both sexes,11.14,15.0,19.0
Healthy life expectancy (HALE) at age 60 (years),Solomon Islands,2000,Both sexes,11.14,-8.0,159.0
Healthy life expectancy (HALE) at age 60 (years),Equatorial Guinea,2000,Both sexes,11.16,2.0,10.0
Healthy life expectancy (HALE) at age 60 (years),Democratic Republic of the Congo,2000,Both sexes,11.17,,
Healthy life expectancy (HALE) at age 60 (years),Oman,2000,Male,11.19,21.0,57.0
Healthy life expectancy (HALE) at age 60 (years),Micronesia (Federated States of),2000,Both sexes,11.2,,
Healthy life expectancy (HALE) at age 60 (years),Guyana,2000,Male,11.21,5.0,-59.0
Healthy life expectancy (HALE) at age 60 (years),Somalia,2000,Female,11.22,10.0,49.0
Healthy life expectancy (HALE) at age 60 (years),Eritrea,2000,Female,11.28,15.0,39.0
Healthy life expectancy (HALE) at age 60 (years),Ghana,2000,Male,11.31,8.0,-2.0
Healthy life expectancy (HALE) at age 60 (years),Gabon,2000,Both sexes,11.32,-1.0,11.75
Healthy life expectancy (HALE) at age 60 (years),India,2000,Both sexes,11.33,20.0,77.0
Healthy life expectancy (HALE) at age 60 (years),Liberia,2000,Male,11.34,6.5,-9.5
Healthy life expectancy (HALE) at age 60 (years),Latvia,2000,Male,11.35,57.0,25.0
Healthy life expectancy (HALE) at age 60 (years),Sierra Leone,2000,Both sexes,11.35,8.5,-11.5
Healthy life expectancy (HALE) at age 60 (years),Senegal,2000,Male,11.36,14.0,-14.0
Healthy life expectancy (HALE) at age 60 (years),Bahrain,2000,Female,11.39,26.0,50.55
Healthy life expectancy (HALE) at age 60 (years),Guinea,2000,Male,11.41,11.0,-10.0
Healthy life expectancy (HALE) at age 60 (years),Mongolia,2000,Female,11.41,46.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Pakistan,2000,Male,11.41,30.0,70.0
Healthy life expectancy (HALE) at age 60 (years),Liberia,2000,Both sexes,11.44,6.5,-9.5
Healthy life expectancy (HALE) at age 60 (years),Papua New Guinea,2000,Male,11.46,-6.0,147.0
Healthy life expectancy (HALE) at age 60 (years),Mali,2000,Female,11.47,17.0,-4.0
Healthy life expectancy (HALE) at age 60 (years),Malawi,2000,Female,11.48,-13.5,34.0
Healthy life expectancy (HALE) at age 60 (years),Burkina Faso,2000,Both sexes,11.49,13.0,-2.0
Healthy life expectancy (HALE) at age 60 (years),Madagascar,2000,Both sexes,11.52,-20.0,47.0
Healthy life expectancy (HALE) at age 60 (years),Vanuatu,2000,Both sexes,11.52,-16.0,167.0
Healthy life expectancy (HALE) at age 60 (years),Liberia,2000,Female,11.54,6.5,-9.5
Healthy life expectancy (HALE) at age 60 (years),Pakistan,2000,Both sexes,11.54,30.0,70.0
Healthy life expectancy (HALE) at age 60 (years),Gambia,2000,Male,11.57,13.47,-16.57
Healthy life expectancy (HALE) at age 60 (years),Nigeria,2000,Male,11.57,10.0,8.0
Healthy life expectancy (HALE) at age 60 (years),Turkmenistan,2000,Male,11.57,40.0,60.0
Healthy life expectancy (HALE) at age 60 (years),Botswana,2000,Female,11.59,-22.0,24.0
Healthy life expectancy (HALE) at age 60 (years),India,2000,Female,11.59,20.0,77.0
Healthy life expectancy (HALE) at age 60 (years),Mauritius,2000,Male,11.59,-20.28,57.55
Healthy life expectancy (HALE) at age 60 (years),Solomon Islands,2000,Female,11.59,-8.0,159.0
Healthy life expectancy (HALE) at age 60 (years),South Sudan,2000,Both sexes,11.59,,
Healthy life expectancy (HALE) at age 60 (years),Eswatini,2000,Female,11.6,,
Healthy life expectancy (HALE) at age 60 (years),Djibouti,2000,Male,11.61,11.5,43.0
Healthy life expectancy (HALE) at age 60 (years),Hungary,2000,Male,11.61,47.0,20.0
Healthy life expectancy (HALE) at age 60 (years),Lao People's Democratic Republic,2000,Both sexes,11.61,18.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Qatar,2000,Both sexes,11.61,25.5,51.25
Healthy life expectancy (HALE) at age 60 (years),Micronesia (Federated States of),2000,Female,11.63,,
Healthy life expectancy (HALE) at age 60 (years),Mali,2000,Both sexes,11.66,17.0,-4.0
Healthy life expectancy (HALE) at age 60 (years),Myanmar,2000,Both sexes,11.68,22.0,98.0
Healthy life expectancy (HALE) at age 60 (years),United Republic of Tanzania,2000,Both sexes,11.7,,
Healthy life expectancy (HALE) at age 60 (years),Pakistan,2000,Female,11.71,30.0,70.0
Healthy life expectancy (HALE) at age 60 (years),Togo,2000,Both sexes,11.73,8.0,1.17
Healthy life expectancy (HALE) at age 60 (years),Guinea,2000,Both sexes,11.74,11.0,-10.0
Healthy life expectancy (HALE) at age 60 (years),Oman,2000,Both sexes,11.74,21.0,57.0
Healthy life expectancy (HALE) at age 60 (years),Cambodia,2000,Both sexes,11.76,13.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Kyrgyzstan,2000,Male,11.76,41.0,75.0
Healthy life expectancy (HALE) at age 60 (years),Comoros,2000,Male,11.77,-12.17,44.25
Healthy life expectancy (HALE) at age 60 (years),Uzbekistan,2000,Male,11.78,41.0,64.0
Healthy life expectancy (HALE) at age 60 (years),Angola,2000,Female,11.8,-12.5,18.5
Healthy life expectancy (HALE) at age 60 (years),Estonia,2000,Male,11.8,59.0,26.0
Healthy life expectancy (HALE) at age 60 (years),Kazakhstan,2000,Both sexes,11.8,48.0,68.0
Healthy life expectancy (HALE) at age 60 (years),The former Yugoslav Republic of Macedonia,2000,Male,11.8,,
Healthy life expectancy (HALE) at age 60 (years),Niger,2000,Male,11.81,16.0,8.0
Healthy life expectancy (HALE) at age 60 (years),Chad,2000,Female,11.83,15.0,19.0
Healthy life expectancy (HALE) at age 60 (years),Fiji,2000,Female,11.83,-18.0,175.0
Healthy life expectancy (HALE) at age 60 (years),Kenya,2000,Both sexes,11.84,1.0,38.0
Healthy life expectancy (HALE) at age 60 (years),Philippines,2000,Male,11.84,13.0,122.0
Healthy life expectancy (HALE) at age 60 (years),Grenada,2000,Male,11.87,12.12,-61.67
Healthy life expectancy (HALE) at age 60 (years),South Africa,2000,Both sexes,11.88,-29.0,24.0
Healthy life expectancy (HALE) at age 60 (years),Mali,2000,Male,11.89,17.0,-4.0
Healthy life expectancy (HALE) at age 60 (years),Sierra Leone,2000,Female,11.91,8.5,-11.5
Healthy life expectancy (HALE) at age 60 (years),Cameroon,2000,Female,11.93,6.0,12.0
Healthy life expectancy (HALE) at age 60 (years),Namibia,2000,Female,11.95,-22.0,17.0
Healthy life expectancy (HALE) at age 60 (years),Senegal,2000,Both sexes,11.96,14.0,-14.0
Healthy life expectancy (HALE) at age 60 (years),Nigeria,2000,Both sexes,11.97,10.0,8.0
Healthy life expectancy (HALE) at age 60 (years),Niger,2000,Both sexes,12.0,16.0,8.0
Healthy life expectancy (HALE) at age 60 (years),Guinea,2000,Female,12.01,11.0,-10.0
Healthy life expectancy (HALE) at age 60 (years),Madagascar,2000,Female,12.02,-20.0,47.0
Healthy life expectancy (HALE) at age 60 (years),Ghana,2000,Both sexes,12.03,8.0,-2.0
Healthy life expectancy (HALE) at age 60 (years),Vanuatu,2000,Female,12.07,-16.0,167.0
Healthy life expectancy (HALE) at age 60 (years),Benin,2000,Both sexes,12.08,9.5,2.25
Healthy life expectancy (HALE) at age 60 (years),Yemen,2000,Male,12.08,15.0,48.0
Healthy life expectancy (HALE) at age 60 (years),Azerbaijan,2000,Male,12.09,40.5,47.5
Healthy life expectancy (HALE) at age 60 (years),Georgia,2000,Male,12.1,42.0,43.5
Healthy life expectancy (HALE) at age 60 (years),Haiti,2000,Male,12.1,19.0,-72.42
Healthy life expectancy (HALE) at age 60 (years),Qatar,2000,Male,12.11,25.5,51.25
Healthy life expectancy (HALE) at age 60 (years),Sudan,2000,Male,12.11,15.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Guyana,2000,Both sexes,12.12,5.0,-59.0
Healthy life expectancy (HALE) at age 60 (years),Republic of Moldova,2000,Both sexes,12.14,,
Healthy life expectancy (HALE) at age 60 (years),Haiti,2000,Both sexes,12.15,19.0,-72.42
Healthy life expectancy (HALE) at age 60 (years),Lesotho,2000,Female,12.15,-29.5,28.5
Healthy life expectancy (HALE) at age 60 (years),Niger,2000,Female,12.16,16.0,8.0
Healthy life expectancy (HALE) at age 60 (years),Serbia,2000,Male,12.16,44.0,21.0
Healthy life expectancy (HALE) at age 60 (years),Equatorial Guinea,2000,Female,12.18,2.0,10.0
Healthy life expectancy (HALE) at age 60 (years),South Sudan,2000,Female,12.18,,
Healthy life expectancy (HALE) at age 60 (years),Democratic Republic of the Congo,2000,Female,12.19,,
Healthy life expectancy (HALE) at age 60 (years),Haiti,2000,Female,12.19,19.0,-72.42
Healthy life expectancy (HALE) at age 60 (years),Slovakia,2000,Male,12.19,48.67,19.5
Healthy life expectancy (HALE) at age 60 (years),Brunei Darussalam,2000,Male,12.2,4.5,114.67
Healthy life expectancy (HALE) at age 60 (years),Burkina Faso,2000,Female,12.2,13.0,-2.0
Healthy life expectancy (HALE) at age 60 (years),Papua New Guinea,2000,Both sexes,12.2,-6.0,147.0
Healthy life expectancy (HALE) at age 60 (years),Côte d’Ivoire,2000,Female,12.21,,
Healthy life expectancy (HALE) at age 60 (years),Seychelles,2000,Male,12.21,-4.58,55.67
Healthy life expectancy (HALE) at age 60 (years),Tonga,2000,Male,12.21,-20.0,-175.0
Healthy life expectancy (HALE) at age 60 (years),Gambia,2000,Both sexes,12.23,13.47,-16.57
Healthy life expectancy (HALE) at age 60 (years),Comoros,2000,Both sexes,12.26,-12.17,44.25
Healthy life expectancy (HALE) at age 60 (years),Democratic People's Republic of Korea,2000,Both sexes,12.26,,
Healthy life expectancy (HALE) at age 60 (years),Russian Federation,2000,Both sexes,12.26,60.0,100.0
Healthy life expectancy (HALE) at age 60 (years),Saudi Arabia,2000,Male,12.27,25.0,45.0
Healthy life expectancy (HALE) at age 60 (years),Bulgaria,2000,Male,12.3,43.0,25.0
Healthy life expectancy (HALE) at age 60 (years),Oman,2000,Female,12.32,21.0,57.0
Healthy life expectancy (HALE) at age 60 (years),Lao People's Democratic Republic,2000,Female,12.33,18.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Lithuania,2000,Male,12.35,56.0,24.0
Healthy life expectancy (HALE) at age 60 (years),Nigeria,2000,Female,12.35,10.0,8.0
Healthy life expectancy (HALE) at age 60 (years),Mozambique,2000,Female,12.36,-18.25,35.0
Healthy life expectancy (HALE) at age 60 (years),Saudi Arabia,2000,Both sexes,12.4,25.0,45.0
Healthy life expectancy (HALE) at age 60 (years),Nepal,2000,Male,12.41,28.0,84.0
Healthy life expectancy (HALE) at age 60 (years),Samoa,2000,Male,12.41,-13.58,-172.33
Healthy life expectancy (HALE) at age 60 (years),Timor-Leste,2000,Male,12.43,,
Healthy life expectancy (HALE) at age 60 (years),Uganda,2000,Female,12.44,1.0,32.0
Healthy life expectancy (HALE) at age 60 (years),Zimbabwe,2000,Female,12.44,-20.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Djibouti,2000,Both sexes,12.45,11.5,43.0
Healthy life expectancy (HALE) at age 60 (years),Sao Tome and Principe,2000,Male,12.47,1.0,7.0
Healthy life expectancy (HALE) at age 60 (years),Gabon,2000,Female,12.5,-1.0,11.75
Healthy life expectancy (HALE) at age 60 (years),Cambodia,2000,Female,12.52,13.0,105.0
Healthy life expectancy (HALE) at age 60 (years),Senegal,2000,Female,12.52,14.0,-14.0
Healthy life expectancy (HALE) at age 60 (years),Timor-Leste,2000,Both sexes,12.54,,
Healthy life expectancy (HALE) at age 60 (years),Saudi Arabia,2000,Female,12.57,25.0,45.0
Healthy life expectancy (HALE) at age 60 (years),Brunei Darussalam,2000,Both sexes,12.61,4.5,114.67
Healthy life expectancy (HALE) at age 60 (years),Uzbekistan,2000,Both sexes,12.61,41.0,64.0
Healthy life expectancy (HALE) at age 60 (years),Sudan,2000,Both sexes,12.62,15.0,30.0
Healthy life expectancy (HALE) at age 60 (years),Myanmar,2000,Female,12.63,22.0,98.0
